samplenumber, millseconds, x, y, numclicks, comments or notes
0, 0, 0, 0, 0, camera number is 0
0, 0, 0, 0, 0, output filename is sample.csv
0, 0, 0, 0, 0, ticks per second is 2337939
0, 0, 0, 0, 0, start date / local time is 2012/10/16 at 8:50:2
2,329,332,389,1
3,360,330,389,1
4,391,330,389,1
5,422,330,388,1
6,471,330,388,1
7,503,330,389,1
8,535,330,389,1
9,567,331,389,1
10,599,333,388,1
11,631,336,388,1
12,663,340,389,1
13,695,345,389,1
14,727,350,389,1
15,759,356,388,1
16,797,361,388,1
17,828,367,388,1
18,871,372,388,1
19,906,377,388,1
20,937,380,388,1
21,967,384,387,1
22,999,386,386,1
23,1031,387,386,1
24,1063,387,386,1
25,1095,386,386,1
26,1127,384,386,1
27,1159,382,385,1
28,1191,379,385,1
29,1239,374,385,1
30,1271,369,386,1
31,1303,364,386,1
32,1335,357,386,1
33,1367,351,386,1
34,1399,345,387,1
35,1430,339,387,1
36,1463,333,388,1
37,1499,327,388,1
38,1530,322,389,1
39,1561,317,389,1
40,1592,313,390,1
41,1639,309,390,1
42,1671,306,391,1
43,1703,304,391,1
44,1735,302,391,1
45,1767,302,391,1
46,1798,302,392,1
47,1831,303,391,1
48,1863,305,391,1
49,1895,308,391,1
50,1927,312,391,1
51,1959,316,391,1
52,2007,320,391,1
53,2039,326,391,1
54,2076,331,391,1
55,2107,336,391,1
56,2138,342,391,1
57,2169,347,392,1
58,2201,352,392,1
59,2232,356,392,1
60,2263,360,392,1
61,2295,364,392,1
62,2327,367,391,1
63,2359,369,391,1
64,2407,370,391,1
65,2439,371,391,1
66,2471,371,391,1
67,2503,370,390,1
68,2534,369,390,1
69,2567,367,391,1
70,2599,364,391,1
71,2631,361,391,1
72,2663,357,391,1
73,2700,353,391,1
74,2731,349,391,1
75,2762,344,391,1
76,2807,340,391,1
77,2840,335,392,1
78,2871,331,391,1
79,2902,326,392,1
80,2935,322,392,1
81,2967,318,393,1
82,2999,315,393,1
83,3031,311,393,1
84,3063,309,393,1
85,3095,307,394,1
86,3127,306,394,1
87,3175,305,394,1
88,3207,306,394,1
89,3239,307,393,1
90,3270,309,393,1
91,3308,312,393,1
92,3339,315,393,1
93,3370,319,392,1
94,3402,324,392,1
95,3433,329,391,1
96,3464,333,391,1
97,3495,338,391,1
98,3527,343,391,1
99,3575,348,391,1
100,3607,352,390,1
101,3638,356,390,1
102,3671,360,390,1
103,3703,363,390,1
104,3735,366,390,1
105,3767,369,389,1
106,3799,371,389,1
107,3831,372,389,1
108,3863,373,389,1
109,3895,374,389,1
110,3943,373,388,1
111,3979,373,388,1
112,4010,371,388,1
113,4041,369,388,1
114,4072,366,388,1
115,4104,363,387,1
116,4135,359,387,1
117,4167,355,387,1
118,4199,350,387,1
119,4231,346,388,1
120,4263,341,388,1
121,4295,337,388,1
122,4343,333,388,1
124,5118,297,233,2
125,5149,356,239,2
126,5180,358,239,2
127,5211,360,239,2
128,5242,361,239,2
129,5274,362,238,2
130,5305,361,238,2
131,5336,360,238,2
132,5367,359,238,2
133,5399,356,237,2
134,5431,353,237,2
135,5463,349,236,2
136,5511,345,236,2
137,5543,340,236,2
138,5575,335,237,2
139,5607,330,236,2
140,5639,324,236,2
141,5671,318,236,2
142,5703,312,236,2
143,5735,306,237,2
144,5767,300,237,2
145,5799,295,237,2
146,5835,289,237,2
147,5879,284,237,2
148,5913,279,237,2
149,5944,275,238,2
150,5976,272,238,2
151,6007,269,239,2
152,6039,267,239,2
153,6071,266,239,2
154,6104,266,240,2
156,6865,312,391,3
157,6896,369,386,3
158,6927,366,386,3
159,6958,363,387,3
160,6989,359,387,3
161,7021,355,387,3
162,7052,351,387,3
163,7083,346,387,3
164,7115,342,388,3
165,7145,337,388,3
166,7177,332,388,3
167,7208,327,388,3
168,7239,323,389,3
169,7271,319,389,3
170,7303,315,389,3
171,7335,312,389,3
172,7367,310,389,3
173,7399,308,390,3
174,7447,307,390,3
175,7479,306,389,3
176,7511,307,390,3
177,7543,308,390,3
178,7575,310,389,3
179,7607,313,389,3
180,7639,316,389,3
181,7671,320,388,3
182,7707,325,388,3
183,7738,330,388,3
184,7769,334,388,3
185,7815,338,387,3
186,7847,342,387,3
188,8615,348,388,4
189,8647,287,393,4
190,8679,283,393,4
191,8711,279,394,4
192,8743,276,394,4
193,8775,274,394,4
194,8806,273,394,4
195,8839,272,394,4
196,8871,272,395,4
197,8902,273,394,4
198,8939,275,394,4
199,8983,278,394,4
200,9017,282,393,4
201,9049,286,392,4
202,9080,291,392,4
203,9111,296,391,4
204,9143,302,390,4
205,9174,308,389,4
206,9207,314,388,4
207,9239,321,388,4
208,9271,327,388,4
209,9303,332,388,4
210,9335,337,388,4
211,9383,342,388,4
212,9415,346,388,4
213,9447,350,387,4
214,9479,353,387,4
215,9511,355,387,4
216,9548,357,387,4
217,9579,358,386,4
218,9610,358,386,4
219,9641,358,386,4
221,10407,355,388,5
222,10439,264,262,5
223,10471,263,263,5
224,10503,264,263,5
225,10551,267,262,5
226,10582,270,262,5
227,10615,275,262,5
228,10646,281,262,5
229,10679,288,261,5
230,10711,296,260,5
231,10743,304,260,5
232,10775,313,259,5
233,10807,323,259,5
234,10842,332,258,5
235,10874,340,258,5
236,10919,349,257,5
237,10952,356,257,5
238,10983,364,258,5
239,11014,370,258,5
240,11047,376,258,5
241,11079,381,258,5
242,11111,385,258,5
243,11143,388,258,5
244,11175,391,258,5
245,11207,392,258,5
246,11238,392,258,5
247,11271,390,258,5
248,11319,388,258,5
249,11351,384,258,5
250,11383,379,258,5
251,11415,373,258,5
252,11451,367,257,5
253,11482,359,257,5
254,11514,351,257,5
255,11544,343,258,5
256,11576,335,258,5
257,11607,327,258,5
258,11639,319,258,5
259,11687,310,259,5
260,11719,303,259,5
261,11750,296,260,5
262,11782,290,260,5
263,11815,284,261,5
264,11847,280,261,5
265,11879,277,261,5
266,11911,276,262,5
268,12730,208,238,6
269,12761,330,356,6
270,12792,373,370,6
271,12824,371,370,6
272,12855,368,369,6
273,12887,365,369,6
274,12919,361,369,6
275,12951,357,369,6
276,12983,352,369,6
277,13015,347,369,6
278,13047,341,369,6
279,13079,335,369,6
280,13111,329,370,6
281,13143,322,371,6
282,13175,316,372,6
283,13207,310,372,6
284,13255,304,373,6
285,13287,298,374,6
286,13323,293,376,6
287,13354,288,377,6
288,13386,283,378,6
289,13416,279,378,6
290,13448,276,379,6
291,13479,274,380,6
292,13511,273,381,6
293,13543,272,381,6
294,13575,272,381,6
295,13623,273,380,6
296,13655,275,380,6
297,13687,278,380,6
298,13718,281,380,6
299,13751,285,379,6
300,13783,290,378,6
301,13815,295,376,6
302,13847,300,376,6
303,13879,306,375,6
304,13911,313,374,6
305,13947,319,373,6
306,13978,325,372,6
307,14024,331,371,6
308,14056,336,371,6
309,14087,341,371,6
310,14119,346,370,6
311,14150,350,370,6
312,14183,353,369,6
313,14214,356,369,6
314,14247,358,369,6
315,14278,359,369,6
316,14311,360,369,6
317,14343,360,369,6
318,14375,359,369,6
319,14423,358,369,6
320,14455,356,369,6
321,14487,353,369,6
322,14519,350,369,6
323,14555,347,370,6
324,14586,343,370,6
325,14617,338,370,6
326,14649,333,370,6
327,14680,328,371,6
328,14711,322,371,6
329,14743,316,372,6
330,14790,310,373,6
332,15601,10,234,7
333,15631,10,234,7
334,15663,10,235,7
335,15695,10,235,7
336,15726,10,234,7
337,15756,10,234,7
338,15787,10,234,7
339,15819,10,234,7
340,15850,10,235,7
341,15882,10,235,7
342,15913,10,234,7
343,15959,10,234,7
344,15991,10,234,7
345,16023,10,234,7
346,16055,10,235,7
347,16087,10,234,7
348,16119,10,234,7
349,16152,10,234,7
350,16182,10,234,7
351,16215,10,235,7
352,16247,10,234,7
353,16279,10,234,7
354,16311,10,234,7
355,16359,10,234,7
356,16391,10,235,7
357,16427,10,235,7
358,16458,10,234,7
359,16490,10,234,7
360,16522,10,234,7
361,16552,10,235,7
362,16583,10,235,7
363,16615,10,234,7
364,16647,10,234,7
365,16679,10,234,7
366,16727,10,234,7
367,16759,10,235,7
368,16791,10,235,7
369,16823,10,234,7
370,16855,10,234,7
371,16887,10,234,7
372,16918,10,234,7
373,16951,10,235,7
374,16983,10,234,7
375,17015,10,234,7
376,17052,10,234,7
377,17083,10,234,7
378,17127,10,234,7
379,17160,10,235,7
380,17191,10,234,7
381,17223,10,234,7
382,17255,10,234,7
383,17286,10,234,7
384,17319,10,234,7
385,17351,10,235,7
386,17382,10,234,7
387,17415,10,234,7
388,17447,10,234,7
389,17495,10,234,7
391,18643,354,389,8
392,18674,277,392,8
393,18705,277,392,8
394,18737,278,391,8
395,18768,279,392,8
396,18799,280,392,8
397,18829,283,392,8
398,18861,285,391,8
399,18893,288,391,8
400,18924,291,390,8
401,18955,295,390,8
402,18986,299,390,8
403,19017,303,389,8
404,19063,307,389,8
405,19095,311,388,8
406,19127,316,388,8
407,19159,320,388,8
408,19191,324,388,8
409,19223,328,388,8
410,19255,332,388,8
411,19287,335,388,8
412,19319,339,388,8
413,19351,342,387,8
414,19383,344,387,8
415,19431,346,387,8
416,19463,348,387,8
417,19494,349,387,8
418,19527,350,387,8
419,19563,351,387,8
420,19595,351,387,8
421,19626,350,387,8
422,19657,350,387,8
423,19688,348,387,8
424,19719,347,387,8
425,19751,345,387,8
426,19783,342,387,8
427,19831,340,387,8
428,19863,337,387,8
429,19895,334,387,8
430,19927,330,387,8
431,19959,326,387,8
432,19991,322,388,8
433,20023,318,388,8
434,20055,314,388,8
435,20087,310,388,8
436,20120,306,388,8
437,20156,302,389,8
438,20187,298,389,8
439,20231,295,389,8
440,20265,293,390,8
441,20297,291,390,8
442,20328,289,390,8
443,20359,288,390,8
444,20391,287,390,8
445,20423,287,390,8
446,20455,287,390,8
447,20487,289,390,8
448,20518,290,390,8
449,20551,293,390,8
450,20598,295,390,8
451,20631,298,390,8
452,20663,301,390,8
453,20695,304,389,8
454,20727,307,389,8
455,20759,310,389,8
456,20796,313,389,8
457,20827,315,389,8
458,20858,318,389,8
459,20889,320,389,8
460,20921,323,389,8
461,20952,325,389,8
